OrderID,Order Year,Order Quarter,Order Month,Order Day,Customer Name,Customer Country,Customer City,ProductName,Product CategoryName,Quantity,UnitPrice in USD,Unit Discount in %,UnitCost in USD,Shipper Name,Freight Cost (Paid by Customer),Latitude of City,Longitude of City,Code
10908,2018,Qtr 1,March,24,Warp AG,Germany,Frankfurt,Runner Shoes,Children's Clothes,20,40.38,0.050000001,33.11,SafeAndFast,1460.44,50.11,8.6795,DEU
10908,2018,Qtr 1,March,24,Warp AG,Germany,Frankfurt,Winter Boots,Women's Footwear,14,78.27,0.050000001,70.81,SafeAndFast,1460.44,50.11,8.6795,DEU
10934,2018,Qtr 2,June,7,Warp AG,Germany,Frankfurt,Shagall Socks,Women's Clothes,20,3.7,0,3.21,SafeAndFast,1460.44,50.11,8.6795,DEU
10992,2017,Qtr 4,November,28,Warp AG,Germany,Frankfurt,Oyaki Kimono,Women's Clothes,2,12.8,0,8.96,SafeAndFast,1460.44,50.11,8.6795,DEU
11017,2018,Qtr 3,July,11,Warp AG,Germany,Frankfurt,Chantell Shirt,Women's Clothes,25,21.53,0,15.45,SafeAndFast,1460.44,50.11,8.6795,DEU
11017,2018,Qtr 3,July,11,Warp AG,Germany,Frankfurt,Rasta WCT,Sportswear,110,8.49,0,6.69,SafeAndFast,1460.44,50.11,8.6795,DEU
11017,2018,Qtr 3,July,11,Warp AG,Germany,Frankfurt,US-Master Jeans,Men's Clothes,30,31.76,0,24.98,SafeAndFast,1460.44,50.11,8.6795,DEU
11070,2017,Qtr 4,December,9,Warp AG,Germany,Frankfurt,Lenin Jeansshorts,Men's Clothes,40,18.57,0.150000006,15.37,SafeAndFast,1460.44,50.11,8.6795,DEU
11070,2017,Qtr 4,December,9,Warp AG,Germany,Frankfurt,Mr2 Trousers,Men's Clothes,20,20.17,0.150000006,16.17,SafeAndFast,1460.44,50.11,8.6795,DEU
11070,2017,Qtr 4,December,9,Warp AG,Germany,Frankfurt,Rossi Bermuda Shorts,Men's Clothes,20,8.45,0,7.53,SafeAndFast,1460.44,50.11,8.6795,DEU
11070,2017,Qtr 4,December,9,Warp AG,Germany,Frankfurt,Wimbledon T-Shirt,Sportswear,30,8.76,0.150000006,7.33,SafeAndFast,1460.44,50.11,8.6795,DEU
10699,2017,Qtr 2,May,5,Kohl Industries AG,Germany,Leipzig,Lundenhagen Boots,Men's Footwear,12,23.88,0,22.12,SafeAndFast,69.3,51.34,12.3714,DEU
10501,2017,Qtr 3,July,5,Man Kleider,Germany,Mannheim,Patamonia Fleece Jacket,Sportswear,20,37.79,0,30.27,SafeAndFast,243.28,49.48,8.4767,DEU
10509,2017,Qtr 1,January,11,Man Kleider,Germany,Mannheim,RDL Suit,Children's Clothes,3,49.92,0,36.81,SafeAndFast,243.28,49.48,8.4767,DEU
10853,2017,Qtr 3,August,23,Man Kleider,Germany,Mannheim,Deuce Shirt,Baby Clothes,10,25.52,0,22.09,SafeAndFast,243.28,49.48,8.4767,DEU
10956,2017,Qtr 4,November,13,Man Kleider,Germany,Mannheim,Basket Shoes,Sportswear,12,10.01,0,8.78,SafeAndFast,243.28,49.48,8.4767,DEU
10956,2017,Qtr 4,November,13,Man Kleider,Germany,Mannheim,Lundenhagen Boots,Men's Footwear,14,23.04,0,22.12,SafeAndFast,243.28,49.48,8.4767,DEU
10956,2017,Qtr 4,November,13,Man Kleider,Germany,Mannheim,Summit Hiking Boots,Men's Footwear,8,98.18,0,82.74,SafeAndFast,243.28,49.48,8.4767,DEU
11058,2017,Qtr 4,November,25,Man Kleider,Germany,Mannheim,AAA Running Shoe,Sportswear,4,26.97,0,22.24,SafeAndFast,243.28,49.48,8.4767,DEU
11058,2017,Qtr 4,November,25,Man Kleider,Germany,Mannheim,Basket Shoes,Sportswear,3,10.3,0,8.78,SafeAndFast,243.28,49.48,8.4767,DEU
11058,2017,Qtr 4,November,25,Man Kleider,Germany,Mannheim,Game Over T-Shirt,Sportswear,21,5.48,0,4.44,SafeAndFast,243.28,49.48,8.4767,DEU
10267,2017,Qtr 3,August,25,Halle Köln,Germany,Munich,Borat Mankini Swimsuit,Men's Clothes,15,368.51,0.150000006,304.7,SafeAndFast,784.9,48.14,11.5802,DEU
10267,2017,Qtr 3,August,25,Halle Köln,Germany,Munich,Duck Trousers,Baby Clothes,50,18.71,0,16.34,SafeAndFast,784.9,48.14,11.5802,DEU
10267,2017,Qtr 3,August,25,Halle Köln,Germany,Munich,Rasta WCT,Sportswear,70,8.66,0.150000006,6.69,SafeAndFast,784.9,48.14,11.5802,DEU
10337,2014,Qtr 4,November,20,Halle Köln,Germany,Munich,Bike Helmet,Sportswear,24,33.55,0,26.13,SafeAndFast,784.9,48.14,11.5802,DEU
10337,2014,Qtr 4,November,20,Halle Köln,Germany,Munich,DSW Sandals,Women's Footwear,40,9,0,7.43,SafeAndFast,784.9,48.14,11.5802,DEU
10337,2014,Qtr 4,November,20,Halle Köln,Germany,Munich,Mehmet-Skor,Baby Clothes,28,3.9,0,3.43,SafeAndFast,784.9,48.14,11.5802,DEU
10337,2014,Qtr 4,November,20,Halle Köln,Germany,Munich,Mehmet-Tröja,Baby Clothes,20,7.99,0,6.45,SafeAndFast,784.9,48.14,11.5802,DEU
10337,2014,Qtr 4,November,20,Halle Köln,Germany,Munich,Oyaki Kimono,Women's Clothes,25,12.03,0,8.96,SafeAndFast,784.9,48.14,11.5802,DEU
10342,2018,Qtr 2,May,28,Halle Köln,Germany,Munich,Feiss Fleece Trousers,Sportswear,40,37.52,0.200000003,33.18,SafeAndFast,784.9,48.14,11.5802,DEU
10342,2018,Qtr 2,May,28,Halle Köln,Germany,Munich,Mehmet-Tröja,Baby Clothes,40,7.56,0.200000003,6.45,SafeAndFast,784.9,48.14,11.5802,DEU
10342,2018,Qtr 2,May,28,Halle Köln,Germany,Munich,Mr2 Trousers,Men's Clothes,24,19.66,0.200000003,16.17,SafeAndFast,784.9,48.14,11.5802,DEU
10342,2018,Qtr 2,May,28,Halle Köln,Germany,Munich,Rossi Bermuda Shorts,Men's Clothes,56,8.72,0.200000003,7.53,SafeAndFast,784.9,48.14,11.5802,DEU
10396,2018,Qtr 1,February,22,Halle Köln,Germany,Munich,Atles Lussekofta,Men's Clothes,60,29.67,0,26.49,SafeAndFast,784.9,48.14,11.5802,DEU
10396,2018,Qtr 1,February,22,Halle Köln,Germany,Munich,DSW Sandals,Women's Footwear,40,8.6,0,7.43,SafeAndFast,784.9,48.14,11.5802,DEU
10396,2018,Qtr 1,February,22,Halle Köln,Germany,Munich,Oyaki Kimono,Women's Clothes,21,10.96,0,8.96,SafeAndFast,784.9,48.14,11.5802,DEU
10488,2015,Qtr 4,October,22,Halle Köln,Germany,Munich,Mehmet-Napp,Baby Clothes,20,1.21,0.200000003,0.89,SafeAndFast,784.9,48.14,11.5802,DEU
10488,2015,Qtr 4,October,22,Halle Köln,Germany,Munich,Rasta WCT,Sportswear,30,8.8,0,6.69,SafeAndFast,784.9,48.14,11.5802,DEU
10560,2016,Qtr 2,May,3,Halle Köln,Germany,Munich,Baby Dark Lounge Suit,Baby Clothes,20,25.62,0,22.71,SafeAndFast,784.9,48.14,11.5802,DEU
10560,2016,Qtr 2,May,3,Halle Köln,Germany,Munich,Lace Shoes,Sportswear,15,31.2,0.25,25.39,SafeAndFast,784.9,48.14,11.5802,DEU
10623,2017,Qtr 1,January,31,Halle Köln,Germany,Munich,Basket Shoes,Sportswear,25,10.05,0.100000001,8.78,SafeAndFast,784.9,48.14,11.5802,DEU
10623,2017,Qtr 1,January,31,Halle Köln,Germany,Munich,Kool Sunglasses,Children's Clothes,21,24.21,0,20.36,SafeAndFast,784.9,48.14,11.5802,DEU
10623,2017,Qtr 1,January,31,Halle Köln,Germany,Munich,LA. Shorts,Swimwear,30,6.13,0.100000001,5.17,SafeAndFast,784.9,48.14,11.5802,DEU
10623,2017,Qtr 1,January,31,Halle Köln,Germany,Munich,Samba Soccer Socks,Men's Clothes,3,4.37,0,3.9,SafeAndFast,784.9,48.14,11.5802,DEU
10623,2017,Qtr 1,January,31,Halle Köln,Germany,Munich,Squash Shorts,Sportswear,15,9.35,0.100000001,7.4,SafeAndFast,784.9,48.14,11.5802,DEU
10653,2016,Qtr 4,December,27,Halle Köln,Germany,Munich,Game Over T-Shirt,Sportswear,20,4.95,0.100000001,4.44,SafeAndFast,784.9,48.14,11.5802,DEU
10653,2016,Qtr 4,December,27,Halle Köln,Germany,Munich,Wimbledon T-Shirt,Sportswear,30,9.97,0.100000001,7.33,SafeAndFast,784.9,48.14,11.5802,DEU
10670,2017,Qtr 2,April,12,Halle Köln,Germany,Munich,Bow tie,Men's Clothes,25,7.38,0,6.61,SafeAndFast,784.9,48.14,11.5802,DEU
10670,2017,Qtr 2,April,12,Halle Köln,Germany,Munich,DSW Sandals,Women's Footwear,32,8.59,0,7.43,SafeAndFast,784.9,48.14,11.5802,DEU
10670,2017,Qtr 2,April,12,Halle Köln,Germany,Munich,Mehmet-Napp,Baby Clothes,50,1.13,0,0.89,SafeAndFast,784.9,48.14,11.5802,DEU
10670,2017,Qtr 2,April,12,Halle Köln,Germany,Munich,Minnki Pälsii,Women's Clothes,25,58.73,0,46.1,SafeAndFast,784.9,48.14,11.5802,DEU
10670,2017,Qtr 2,April,12,Halle Köln,Germany,Munich,Rodbye Troje,Baby Clothes,60,12.43,0,9.07,SafeAndFast,784.9,48.14,11.5802,DEU
10675,2016,Qtr 4,December,13,Halle Köln,Germany,Munich,Jack Flash Dress,Women's Clothes,10,66.18,0,52.38,SafeAndFast,784.9,48.14,11.5802,DEU
10675,2016,Qtr 4,December,13,Halle Köln,Germany,Munich,Kool Sunglasses,Children's Clothes,30,21.79,0,20.36,SafeAndFast,784.9,48.14,11.5802,DEU
10675,2016,Qtr 4,December,13,Halle Köln,Germany,Munich,Onesy Dress,Baby Clothes,30,44.59,0,37.17,SafeAndFast,784.9,48.14,11.5802,DEU
10717,2017,Qtr 2,June,20,Halle Köln,Germany,Munich,Basket Shoes,Sportswear,32,10.11,0.050000001,8.78,SafeAndFast,784.9,48.14,11.5802,DEU
10717,2017,Qtr 2,June,20,Halle Köln,Germany,Munich,Patamonia Fleece Jacket,Sportswear,15,34.91,0,30.27,SafeAndFast,784.9,48.14,11.5802,DEU
10717,2017,Qtr 2,June,20,Halle Köln,Germany,Munich,Tube Socks,Sportswear,25,1.91,0.050000001,1.65,SafeAndFast,784.9,48.14,11.5802,DEU
10791,2017,Qtr 3,July,19,Halle Köln,Germany,Munich,Davenport Shoes,Men's Footwear,14,115.14,0.050000001,100.74,SafeAndFast,784.9,48.14,11.5802,DEU
10791,2017,Qtr 3,July,19,Halle Köln,Germany,Munich,Duck Shirt,Baby Clothes,20,9.63,0.050000001,7.28,SafeAndFast,784.9,48.14,11.5802,DEU
10859,2017,Qtr 3,September,25,Halle Köln,Germany,Munich,Patamonia Fleece Jacket,Sportswear,35,35.86,0.25,30.27,SafeAndFast,784.9,48.14,11.5802,DEU
10859,2017,Qtr 3,September,25,Halle Köln,Germany,Munich,Samba Soccer Socks,Men's Clothes,40,4.51,0.25,3.9,SafeAndFast,784.9,48.14,11.5802,DEU
10859,2017,Qtr 3,September,25,Halle Köln,Germany,Munich,WFS Shoes,Women's Footwear,30,35,0.25,29.25,SafeAndFast,784.9,48.14,11.5802,DEU
10929,2017,Qtr 4,December,1,Halle Köln,Germany,Munich,Basket Shoes,Sportswear,60,9.27,0,8.78,SafeAndFast,784.9,48.14,11.5802,DEU
10929,2017,Qtr 4,December,1,Halle Köln,Germany,Munich,Bow tie,Men's Clothes,49,7.63,0,6.61,SafeAndFast,784.9,48.14,11.5802,DEU
10929,2017,Qtr 4,December,1,Halle Köln,Germany,Munich,Wrap Skirt,Women's Clothes,15,13.21,0,10.95,SafeAndFast,784.9,48.14,11.5802,DEU
11012,2017,Qtr 4,November,5,Halle Köln,Germany,Munich,Atles Lussekofta,Men's Clothes,60,30.4,0.050000001,26.49,SafeAndFast,784.9,48.14,11.5802,DEU
11012,2017,Qtr 4,November,5,Halle Köln,Germany,Munich,Game Over T-Shirt,Sportswear,36,4.57,0.050000001,4.44,SafeAndFast,784.9,48.14,11.5802,DEU
11012,2017,Qtr 4,November,5,Halle Köln,Germany,Munich,Squash Shorts,Sportswear,50,9.01,0.050000001,7.4,SafeAndFast,784.9,48.14,11.5802,DEU
10249,2017,Qtr 1,January,29,Boombastic,Germany,Münster,Kool Sunglasses,Children's Clothes,9,22.8,0,20.36,SafeAndFast,1204.8,51.96,7.6285,DEU
10249,2017,Qtr 1,January,29,Boombastic,Germany,Münster,Summit Hiking Boots,Men's Footwear,40,101.2,0,82.74,SafeAndFast,1204.8,51.96,7.6285,DEU
10295,2018,Qtr 1,March,31,Boombastic,Germany,Münster,Slip-on Shoes,Women's Footwear,4,34.84,0,34.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10367,2017,Qtr 3,September,24,Boombastic,Germany,Münster,Baywatch Swimsuit,Swimwear,36,7.56,0,6.76,SafeAndFast,1204.8,51.96,7.6285,DEU
10367,2017,Qtr 3,September,24,Boombastic,Germany,Münster,Patamonia Fleece Jacket,Sportswear,18,37.37,0,30.27,SafeAndFast,1204.8,51.96,7.6285,DEU
10367,2017,Qtr 3,September,24,Boombastic,Germany,Münster,Stretch Pants,Women's Clothes,15,9.41,0,8.68,SafeAndFast,1204.8,51.96,7.6285,DEU
10367,2017,Qtr 3,September,24,Boombastic,Germany,Münster,Wrap Skirt,Women's Clothes,7,14.23,0,10.95,SafeAndFast,1204.8,51.96,7.6285,DEU
10399,2016,Qtr 4,October,25,Boombastic,Germany,Münster,Atles Lussekofta,Men's Clothes,30,27.66,0,26.49,SafeAndFast,1204.8,51.96,7.6285,DEU
10399,2016,Qtr 4,October,25,Boombastic,Germany,Münster,Borat Mankini Swimsuit,Men's Clothes,35,381.91,0,304.7,SafeAndFast,1204.8,51.96,7.6285,DEU
10399,2016,Qtr 4,October,25,Boombastic,Germany,Münster,Cap,Sportswear,60,13.24,0,9.67,SafeAndFast,1204.8,51.96,7.6285,DEU
10399,2016,Qtr 4,October,25,Boombastic,Germany,Münster,Wrap Skirt,Women's Clothes,14,12.01,0,10.95,SafeAndFast,1204.8,51.96,7.6285,DEU
10437,2016,Qtr 3,September,29,Boombastic,Germany,Münster,Jack Flash Dress,Women's Clothes,15,58.17,0,52.38,SafeAndFast,1204.8,51.96,7.6285,DEU
10438,2017,Qtr 2,May,2,Boombastic,Germany,Münster,Baywatch Swimsuit,Swimwear,20,7.48,0.200000003,6.76,SafeAndFast,1204.8,51.96,7.6285,DEU
10438,2017,Qtr 2,May,2,Boombastic,Germany,Münster,Lightweight Sandals,Women's Footwear,15,20.3,0.200000003,16.14,SafeAndFast,1204.8,51.96,7.6285,DEU
10438,2017,Qtr 2,May,2,Boombastic,Germany,Münster,Squash Shorts,Sportswear,15,9.52,0.200000003,7.4,SafeAndFast,1204.8,51.96,7.6285,DEU
10448,2015,Qtr 4,October,12,Boombastic,Germany,Münster,Bike Helmet,Sportswear,6,32.53,0,26.13,SafeAndFast,1204.8,51.96,7.6285,DEU
10448,2015,Qtr 4,October,12,Boombastic,Germany,Münster,Duck Trousers,Baby Clothes,20,18.65,0,16.34,SafeAndFast,1204.8,51.96,7.6285,DEU
10453,2015,Qtr 4,November,16,Boombastic,Germany,Münster,Root Boot,Men's Footwear,15,35.9,0.100000001,28.35,SafeAndFast,1204.8,51.96,7.6285,DEU
10453,2015,Qtr 4,November,16,Boombastic,Germany,Münster,US-Master Jeans,Men's Clothes,25,30.43,0.100000001,24.98,SafeAndFast,1204.8,51.96,7.6285,DEU
10548,2018,Qtr 1,January,22,Boombastic,Germany,Münster,Baywatch Swimsuit,Swimwear,10,8.73,0.25,6.76,SafeAndFast,1204.8,51.96,7.6285,DEU
10548,2018,Qtr 1,January,22,Boombastic,Germany,Münster,Duck Shirt,Baby Clothes,14,10.48,0,7.28,SafeAndFast,1204.8,51.96,7.6285,DEU
10561,2016,Qtr 3,July,3,Boombastic,Germany,Münster,Okkaba Skin Jackets,Women's Clothes,10,68.89,0,67.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10561,2016,Qtr 3,July,3,Boombastic,Germany,Münster,Summit Hiking Boots,Men's Footwear,50,100.85,0,82.74,SafeAndFast,1204.8,51.96,7.6285,DEU
10595,2017,Qtr 1,February,3,Boombastic,Germany,Münster,AAA Running Shoe,Sportswear,120,25.98,0.25,22.24,SafeAndFast,1204.8,51.96,7.6285,DEU
10595,2017,Qtr 1,February,3,Boombastic,Germany,Münster,LA. Shorts,Swimwear,30,5.86,0.25,5.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10595,2017,Qtr 1,February,3,Boombastic,Germany,Münster,Tube Socks,Sportswear,65,1.8,0.25,1.65,SafeAndFast,1204.8,51.96,7.6285,DEU
10608,2017,Qtr 1,February,16,Boombastic,Germany,Münster,Slip-on Shoes,Women's Footwear,28,41.26,0,34.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10636,2017,Qtr 1,March,15,Boombastic,Germany,Münster,Onesy Dress,Baby Clothes,6,47.63,0,37.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10636,2017,Qtr 1,March,15,Boombastic,Germany,Münster,Rossi Shorts,Women's Clothes,25,20.63,0,19.34,SafeAndFast,1204.8,51.96,7.6285,DEU
10664,2017,Qtr 2,May,6,Boombastic,Germany,Münster,Sapporoo Gloves,Baby Clothes,24,6.85,0.150000006,6.2,SafeAndFast,1204.8,51.96,7.6285,DEU
10664,2017,Qtr 2,May,6,Boombastic,Germany,Münster,Slip-on Shoes,Women's Footwear,12,41.56,0.150000006,34.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10664,2017,Qtr 2,May,6,Boombastic,Germany,Münster,Stretch Pants,Women's Clothes,15,9.95,0.150000006,8.68,SafeAndFast,1204.8,51.96,7.6285,DEU
10708,2017,Qtr 2,June,13,Boombastic,Germany,Münster,Mehmet-Tröja,Baby Clothes,5,8.38,0,6.45,SafeAndFast,1204.8,51.96,7.6285,DEU
10708,2017,Qtr 2,June,13,Boombastic,Germany,Münster,O-Man Underwear,Men's Clothes,4,5.41,0,4.72,SafeAndFast,1204.8,51.96,7.6285,DEU
10744,2017,Qtr 2,June,13,Boombastic,Germany,Münster,Duck Trousers,Baby Clothes,50,19.79,0.200000003,16.34,SafeAndFast,1204.8,51.96,7.6285,DEU
10809,2018,Qtr 3,July,30,Boombastic,Germany,Münster,Winter Boots,Women's Footwear,20,72.74,0,70.81,SafeAndFast,1204.8,51.96,7.6285,DEU
10879,2017,Qtr 3,September,6,Boombastic,Germany,Münster,Borat Mankini Swimsuit,Men's Clothes,10,430.53,0,304.7,SafeAndFast,1204.8,51.96,7.6285,DEU
10879,2017,Qtr 3,September,6,Boombastic,Germany,Münster,Duck Trousers,Baby Clothes,12,17.53,0,16.34,SafeAndFast,1204.8,51.96,7.6285,DEU
10879,2017,Qtr 3,September,6,Boombastic,Germany,Münster,Stretch Pants,Women's Clothes,10,10.9,0,8.68,SafeAndFast,1204.8,51.96,7.6285,DEU
10944,2017,Qtr 4,October,8,Boombastic,Germany,Münster,Desperado Jeans,Men's Clothes,5,25.9,0.25,21.1,SafeAndFast,1204.8,51.96,7.6285,DEU
10944,2017,Qtr 4,October,8,Boombastic,Germany,Münster,Okkaba Skin Jackets,Women's Clothes,18,72.73,0.25,67.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10944,2017,Qtr 4,October,8,Boombastic,Germany,Münster,Slip-on Shoes,Women's Footwear,18,40.4,0,34.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10965,2018,Qtr 2,April,18,Boombastic,Germany,Münster,Summit Hiking Boots,Men's Footwear,16,97.07,0,82.74,SafeAndFast,1204.8,51.96,7.6285,DEU
10967,2018,Qtr 2,April,21,Boombastic,Germany,Münster,Finnish Sport Blades,Sportswear,40,18.67,0,15.43,SafeAndFast,1204.8,51.96,7.6285,DEU
10967,2018,Qtr 2,April,21,Boombastic,Germany,Münster,Squash Shorts,Sportswear,12,9.31,0,7.4,SafeAndFast,1204.8,51.96,7.6285,DEU
11029,2017,Qtr 4,December,12,Boombastic,Germany,Münster,Serve-Shirt,Women's Clothes,12,18.14,0,15.9,SafeAndFast,1204.8,51.96,7.6285,DEU
11029,2017,Qtr 4,December,12,Boombastic,Germany,Münster,Slip-on Shoes,Women's Footwear,20,38.16,0,34.17,SafeAndFast,1204.8,51.96,7.6285,DEU
10348,2017,Qtr 4,December,3,Autokleider,Germany,Stuttgart,DSW Sandals,Women's Footwear,25,9.23,0,7.43,SafeAndFast,216.81,48.78,9.1833,DEU
10348,2017,Qtr 4,December,3,Autokleider,Germany,Stuttgart,Lenin Jeansshorts,Men's Clothes,15,19.41,0.150000006,15.37,SafeAndFast,216.81,48.78,9.1833,DEU
10356,2016,Qtr 3,August,15,Autokleider,Germany,Stuttgart,Feiss Fleece Trousers,Sportswear,12,40.65,0,33.18,SafeAndFast,216.81,48.78,9.1833,DEU
10356,2016,Qtr 3,August,15,Autokleider,Germany,Stuttgart,Rossi Bermuda Shorts,Men's Clothes,30,9.22,0,7.53,SafeAndFast,216.81,48.78,9.1833,DEU
10356,2016,Qtr 3,August,15,Autokleider,Germany,Stuttgart,Tube Socks,Sportswear,20,2.05,0,1.65,SafeAndFast,216.81,48.78,9.1833,DEU
10632,2017,Qtr 1,March,10,Autokleider,Germany,Stuttgart,Casual Boots,Sportswear,20,24.88,0.050000001,20.2,SafeAndFast,216.81,48.78,9.1833,DEU
10632,2017,Qtr 1,March,10,Autokleider,Germany,Stuttgart,Mr2 Trousers,Men's Clothes,30,19.27,0.050000001,16.17,SafeAndFast,216.81,48.78,9.1833,DEU
10640,2017,Qtr 1,March,17,Autokleider,Germany,Stuttgart,Tube Socks,Sportswear,20,1.84,0.25,1.65,SafeAndFast,216.81,48.78,9.1833,DEU
10640,2017,Qtr 1,March,17,Autokleider,Germany,Stuttgart,US-Master Jeans,Men's Clothes,15,27.52,0.25,24.98,SafeAndFast,216.81,48.78,9.1833,DEU
10668,2016,Qtr 4,October,9,Autokleider,Germany,Stuttgart,Feiss Fleece Trousers,Sportswear,4,41.2,0.100000001,33.18,SafeAndFast,216.81,48.78,9.1833,DEU
10668,2016,Qtr 4,October,9,Autokleider,Germany,Stuttgart,Rossi Bermuda Shorts,Men's Clothes,8,8.17,0.100000001,7.53,SafeAndFast,216.81,48.78,9.1833,DEU
10668,2016,Qtr 4,October,9,Autokleider,Germany,Stuttgart,WFS Shoes,Women's Footwear,15,36.17,0.100000001,29.25,SafeAndFast,216.81,48.78,9.1833,DEU
10736,2017,Qtr 2,June,7,Boleros,Ireland,Cork,Bow tie,Men's Clothes,20,7.55,0,6.61,SafeAndFast,2544.25,51.90,-8.47,IRL
10736,2017,Qtr 2,June,7,Boleros,Ireland,Cork,Stretch Pants,Women's Clothes,40,9.35,0,8.68,SafeAndFast,2544.25,51.90,-8.47,IRL
10271,2015,Qtr 3,July,9,Boleros,Ireland,Cork,Casual Boots,Sportswear,24,24.06,0,20.2,SafeAndFast,2544.25,51.90,-8.47,IRL
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Lace Shoes,Sportswear,15,28,0,25.39,SafeAndFast,2544.25,51.90,-8.47,IRL
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Mehmet-Tröja,Baby Clothes,40,7.34,0.25,6.45,SafeAndFast,2544.25,51.90,-8.47,IRL
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Mr2 Trousers,Men's Clothes,40,17.54,0,16.17,SafeAndFast,2544.25,51.90,-8.47,IRL
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Rasta WCT,Sportswear,30,9.15,0.25,6.69,SafeAndFast,2544.25,51.90,-8.47,IRL
10301,2017,Qtr 2,April,5,Boleros,Ireland,Cork,Duck Trousers,Baby Clothes,10,18.33,0,16.34,SafeAndFast,2544.25,51.90,-8.47,IRL
10301,2017,Qtr 2,April,5,Boleros,Ireland,Cork,Slip-on Shoes,Women's Footwear,20,39.17,0,34.17,SafeAndFast,2544.25,51.90,-8.47,IRL
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Atles Lussekofta,Men's Clothes,3,29.76,0,26.49,SafeAndFast,2544.25,51.90,-8.47,IRL
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Rossi Shorts,Women's Clothes,20,21.64,0,19.34,SafeAndFast,2544.25,51.90,-8.47,IRL
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Shagall Socks,Women's Clothes,30,3.69,0,3.21,SafeAndFast,2544.25,51.90,-8.47,IRL
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Summer Shorts,Swimwear,20,11.87,0,10.48,SafeAndFast,2544.25,51.90,-8.47,IRL
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Walking Shoes,Women's Footwear,2,13.62,0,10.95,SafeAndFast,2544.25,51.90,-8.47,IRL
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,Bow tie,Men's Clothes,10,7.63,0,6.61,SafeAndFast,2544.25,51.90,-8.47,IRL
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,Jack Flash Dress,Women's Clothes,20,63.23,0,52.38,SafeAndFast,2544.25,51.90,-8.47,IRL
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,RDL Suit,Children's Clothes,4,49.17,0,36.81,SafeAndFast,2544.25,51.90,-8.47,IRL
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,Summer Shorts,Swimwear,24,13.11,0,10.48,SafeAndFast,2544.25,51.90,-8.47,IRL
10335,2016,Qtr 4,November,16,Boleros,Ireland,Cork,Mr2 Trousers,Men's Clothes,7,19.51,0.200000003,16.17,SafeAndFast,2544.25,51.90,-8.47,IRL
10335,2016,Qtr 4,November,16,Boleros,Ireland,Cork,Riviera Swimsuit,Swimwear,6,18.64,0.200000003,15.12,SafeAndFast,2544.25,51.90,-8.47,IRL
10335,2016,Qtr 4,November,16,Boleros,Ireland,Cork,Rossi Bermuda Shorts,Men's Clothes,25,8.48,0.200000003,7.53,SafeAndFast,2544.25,51.90,-8.47,IRL
10335,2016,Qtr 4,November,16,Boleros,Ireland,Cork,Summit Hiking Boots,Men's Footwear,48,104.29,0.200000003,82.74,SafeAndFast,2544.25,51.90,-8.47,IRL
10346,2017,Qtr 2,June,1,Boleros,Ireland,Cork,Slip-on Shoes,Women's Footwear,20,40.51,0,34.17,SafeAndFast,2544.25,51.90,-8.47,IRL
10346,2017,Qtr 2,June,1,Boleros,Ireland,Cork,TieBreak Tennis shoes,Men's Footwear,36,24.71,0.100000001,19.35,SafeAndFast,2544.25,51.90,-8.47,IRL
10350,2015,Qtr 3,July,8,Boleros,Ireland,Cork,Finnish Swimsuit,Swimwear,15,16.49,0.100000001,13.57,SafeAndFast,2544.25,51.90,-8.47,IRL
10350,2015,Qtr 3,July,8,Boleros,Ireland,Cork,Tube Socks,Sportswear,18,1.83,0.100000001,1.65,SafeAndFast,2544.25,51.90,-8.47,IRL
10355,2017,Qtr 4,November,11,Boleros,Ireland,Cork,Lightweight Sandals,Women's Footwear,25,17.7,0,16.14,SafeAndFast,2544.25,51.90,-8.47,IRL
10355,2017,Qtr 4,November,11,Boleros,Ireland,Cork,Samba Soccer Socks,Men's Clothes,25,4.66,0,3.9,SafeAndFast,2544.25,51.90,-8.47,IRL
10373,2018,Qtr 3,July,3,Boleros,Ireland,Cork,Atles Lussekofta,Men's Clothes,50,31.79,0.200000003,26.49,SafeAndFast,2544.25,51.90,-8.47,IRL
